"LoincNumber","priority","LongCommonName","PartNumber","PartName","PartCodeSystem","PartTypeName","LinkTypeName","Property","loinc.part.name","obo.uri","obo.label","rank","justification"
"769-0",4,"Segmented neutrophils/100 leukocytes in Blood by Manual count","LP14267-6","Neutrophils","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","neutrophil","http://purl.obolibrary.org/obo/CL_0000775","neutrophil",0,"ols text search exact matches"
"77022-2",4,"Respiratory syncytial virus A RNA [Presence] in Nasopharynx by NAA with probe detection","LP14855-8","Virus","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Virus","http://purl.obolibrary.org/obo/NCBITaxon_10239","Viruses",NA,"LOINC provided mappings"
"77022-2",4,"Respiratory syncytial virus A RNA [Presence] in Nasopharynx by NAA with probe detection","LP19275-4","RNA","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","RNA","http://purl.obolibrary.org/obo/CHEBI_33697","",NA,"BioPortal mapping"
"77023-0",4,"Respiratory syncytial virus B RNA [Presence] in Nasopharynx by NAA with probe detection","LP14855-8","Virus","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Virus","http://purl.obolibrary.org/obo/NCBITaxon_10239","Viruses",NA,"LOINC provided mappings"
"77023-0",4,"Respiratory syncytial virus B RNA [Presence] in Nasopharynx by NAA with probe detection","LP19275-4","RNA","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","RNA","http://purl.obolibrary.org/obo/CHEBI_33697","",NA,"BioPortal mapping"
"771-6",4,"Nucleated erythrocytes [#/volume] in Blood by Automated count","LP14304-7","Erythrocytes","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","erythrocyte","http://purl.obolibrary.org/obo/CL_0000232","erythrocyte",0,"ols text search exact matches"
"77174-1",4,"CALR gene exon 9 mutations found [Identifier] in Blood or Tissue by Molecular genetics method Nominal","LP199195-1","Gene","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Gene","http://purl.obolibrary.org/obo/SO_0000704","",NA,"BioPortal mapping"
"776-5",4,"Platelet mean volume [Entitic volume] in Blood by Rees-Ecker","LP16772-3","Platelet","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Platelet","http://purl.obolibrary.org/obo/CL_0000233","",NA,"BioPortal mapping"
"77732-6",4,"oxyCODONE+oxyMORphone [Presence] in Serum, Plasma or Blood by Screen method","LP15176-8","oxyMORphone","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","oxyMORphone","http://purl.obolibrary.org/obo/CHEBI_7865","Oxymorphone",NA,"LOINC provided mappings"
"77732-6",4,"oxyCODONE+oxyMORphone [Presence] in Serum, Plasma or Blood by Screen method","LP15003-4","oxyCODONE","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","oxyCODONE","http://purl.obolibrary.org/obo/CHEBI_7852","oxycodone",NA,"LOINC provided mappings"
"7790-9",4,"Burr cells [Presence] in Blood by Light microscopy","LP14738-6","Cells","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","cell","http://purl.obolibrary.org/obo/CL_0000000","cell",0,"ols text search exact matches"
"7798-2",4,"Smudge cells [Presence] in Blood by Light microscopy","LP14738-6","Cells","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","cell","http://purl.obolibrary.org/obo/CL_0000000","cell",0,"ols text search exact matches"
"78236-7",4,"Cells.IGH gene rearrangements/Cells counted in Blood or Tissue by FISH","LP14738-6","Cells","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","cell","http://purl.obolibrary.org/obo/CL_0000000","cell",0,"ols text search exact matches"
"78236-7",4,"Cells.IGH gene rearrangements/Cells counted in Blood or Tissue by FISH","LP199195-1","Gene","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Gene","http://purl.obolibrary.org/obo/SO_0000704","",NA,"BioPortal mapping"
"785-6",4,"MCH [Entitic mass] by Automated count","LP16699-8","Erythrocyte","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Erythrocyte","http://purl.obolibrary.org/obo/CL_0000232","",NA,"BioPortal mapping"
"785-6",4,"MCH [Entitic mass] by Automated count","LP14449-0","Hemoglobin","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Hemoglobin","http://purl.obolibrary.org/obo/CHEBI_35143","",NA,"BioPortal mapping"
"786-4",4,"MCHC [Mass/volume] by Automated count","LP16699-8","Erythrocyte","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Erythrocyte","http://purl.obolibrary.org/obo/CL_0000232","",NA,"BioPortal mapping"
"786-4",4,"MCHC [Mass/volume] by Automated count","LP14449-0","Hemoglobin","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Hemoglobin","http://purl.obolibrary.org/obo/CHEBI_35143","",NA,"BioPortal mapping"
"787-2",4,"MCV [Entitic volume] by Automated count","LP16699-8","Erythrocyte","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Erythrocyte","http://purl.obolibrary.org/obo/CL_0000232","",NA,"BioPortal mapping"
"788-0",4,"Erythrocyte distribution width [Ratio] by Automated count","LP16699-8","Erythrocyte","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Erythrocyte","http://purl.obolibrary.org/obo/CL_0000232","",NA,"BioPortal mapping"
"788-0",4,"Erythrocyte distribution width [Ratio] by Automated count","LP18016-3","Width","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Width","http://purl.obolibrary.org/obo/PATO_0000921","",NA,"BioPortal mapping"
"7885-7",4,"Epstein Barr virus capsid IgG Ab [Units/volume] in Serum","LP14855-8","Virus","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Virus","http://purl.obolibrary.org/obo/NCBITaxon_10239","Viruses",NA,"LOINC provided mappings"
"7885-7",4,"Epstein Barr virus capsid IgG Ab [Units/volume] in Serum","LP14383-1","Epstein Barr virus","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Epstein Barr virus","http://purl.obolibrary.org/obo/NCBITaxon_10376","Human gammaherpesvirus 4",NA,"LOINC provided mappings"
"7886-5",4,"Epstein Barr virus capsid IgM Ab [Units/volume] in Serum","LP14383-1","Epstein Barr virus","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Epstein Barr virus","http://purl.obolibrary.org/obo/NCBITaxon_10376","Human gammaherpesvirus 4",NA,"LOINC provided mappings"
"7886-5",4,"Epstein Barr virus capsid IgM Ab [Units/volume] in Serum","LP14855-8","Virus","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Virus","http://purl.obolibrary.org/obo/NCBITaxon_10239","Viruses",NA,"LOINC provided mappings"
"7905-3",4,"Hepatitis B virus surface Ag [Presence] in Serum or Plasma by Neutralization test","LP14306-2","Hepatitis B virus","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Hepatitis B virus","http://purl.obolibrary.org/obo/NCBITaxon_10407","Hepatitis B virus",NA,"LOINC provided mappings"
"7905-3",4,"Hepatitis B virus surface Ag [Presence] in Serum or Plasma by Neutralization test","LP14855-8","Virus","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Virus","http://purl.obolibrary.org/obo/NCBITaxon_10239","Viruses",NA,"LOINC provided mappings"
"7918-6",4,"HIV 1+2 Ab [Presence] in Serum","LP14307-0","HIV 1","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","HIV 1","http://purl.obolibrary.org/obo/NCBITaxon_11676","Human immunodeficiency virus 1",NA,"LOINC provided mappings"
"7918-6",4,"HIV 1+2 Ab [Presence] in Serum","LP17126-1","HIV","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","HIV","http://purl.obolibrary.org/obo/NCBITaxon_12721","Human immunodeficiency virus",NA,"LOINC provided mappings"
"79182-2",4,"RNA polymerase III IgG Ab [Units/volume] in Serum or Plasma by Immunoassay","LP19275-4","RNA","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","RNA","http://purl.obolibrary.org/obo/CHEBI_33697","",NA,"BioPortal mapping"
"79386-9",4,"Escherichia coli Stx1 toxin stx1 gene [Presence] in Stool by NAA with probe detection","LP199195-1","Gene","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Gene","http://purl.obolibrary.org/obo/SO_0000704","",NA,"BioPortal mapping"
"79387-7",4,"Escherichia coli Stx2 toxin stx2 gene [Presence] in Stool by NAA with probe detection","LP199195-1","Gene","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Gene","http://purl.obolibrary.org/obo/SO_0000704","",NA,"BioPortal mapping"
"79714-2",4,"CYP2C19 gene product metabolic activity interpretation in Blood or Tissue Qualitative by Molecular genetics method","LP199195-1","Gene","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Gene","http://purl.obolibrary.org/obo/SO_0000704","",NA,"BioPortal mapping"
"7974-9",4,"Norovirus RNA [Presence] in Stool by NAA with probe detection","LP19275-4","RNA","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","RNA","http://purl.obolibrary.org/obo/CHEBI_33697","",NA,"BioPortal mapping"
"801-1",4,"Sickle cells [Presence] in Blood by Light microscopy","LP14738-6","Cells","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","cell","http://purl.obolibrary.org/obo/CL_0000000","cell",0,"ols text search exact matches"
"80348-6",4,"Escherichia coli enteropathogenic eae gene [Presence] in Stool by NAA with non-probe detection","LP199195-1","Gene","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Gene","http://purl.obolibrary.org/obo/SO_0000704","",NA,"BioPortal mapping"
"80350-2",4,"Shigella species+EIEC invasion plasmid antigen H ipaH gene [Presence] in Stool by NAA with non-probe detection","LP199195-1","Gene","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Gene","http://purl.obolibrary.org/obo/SO_0000704","",NA,"BioPortal mapping"
"8116-6",4,"CD19 cells [#/volume] in Blood","LP17759-9","CD19","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","CD19","http://purl.obolibrary.org/obo/OGG_3000000930","",NA,"BioPortal mapping"
"8116-6",4,"CD19 cells [#/volume] in Blood","LP14738-6","Cells","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","cell","http://purl.obolibrary.org/obo/CL_0000000","cell",0,"ols text search exact matches"
"8117-4",4,"CD19 cells/100 cells in Blood","LP14738-6","Cells","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","cell","http://purl.obolibrary.org/obo/CL_0000000","cell",0,"ols text search exact matches"
"8117-4",4,"CD19 cells/100 cells in Blood","LP17759-9","CD19","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","CD19","http://purl.obolibrary.org/obo/OGG_3000000930","",NA,"BioPortal mapping"
"8122-4",4,"CD3 cells [#/volume] in Blood","LP14738-6","Cells","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","cell","http://purl.obolibrary.org/obo/CL_0000000","cell",0,"ols text search exact matches"
"8122-4",4,"CD3 cells [#/volume] in Blood","LP14624-8","CD3","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","CD3","http://purl.obolibrary.org/obo/PR_000001018","",NA,"BioPortal mapping"
"8122-4",4,"CD3 cells [#/volume] in Blood","LP14624-8","CD3","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","CD3","http://purl.obolibrary.org/obo/PR_000001020","",NA,"BioPortal mapping"
"8123-2",4,"CD3+CD4+ (T4 helper) cells/100 cells in Blood","LP14738-6","Cells","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","cell","http://purl.obolibrary.org/obo/CL_0000000","cell",0,"ols text search exact matches"
"8123-2",4,"CD3+CD4+ (T4 helper) cells/100 cells in Blood","LP14624-8","CD3","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","CD3","http://purl.obolibrary.org/obo/PR_000001020","",NA,"BioPortal mapping"
"8123-2",4,"CD3+CD4+ (T4 helper) cells/100 cells in Blood","LP68352-1","CD4","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","CD4","http://purl.obolibrary.org/obo/PR_000001004","",NA,"BioPortal mapping"
"8123-2",4,"CD3+CD4+ (T4 helper) cells/100 cells in Blood","LP14624-8","CD3","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","CD3","http://purl.obolibrary.org/obo/PR_000001018","",NA,"BioPortal mapping"
"8124-0",4,"CD3 cells/100 cells in Blood","LP14738-6","Cells","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","cell","http://purl.obolibrary.org/obo/CL_0000000","cell",0,"ols text search exact matches"
"8124-0",4,"CD3 cells/100 cells in Blood","LP14624-8","CD3","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","CD3","http://purl.obolibrary.org/obo/PR_000001018","",NA,"BioPortal mapping"
"8124-0",4,"CD3 cells/100 cells in Blood","LP14624-8","CD3","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","CD3","http://purl.obolibrary.org/obo/PR_000001020","",NA,"BioPortal mapping"
"8127-3",4,"Deprecated CD4 cells [#/volume] in Blood","LP68352-1","CD4","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","CD4","http://purl.obolibrary.org/obo/PR_000001004","",NA,"BioPortal mapping"
"8127-3",4,"Deprecated CD4 cells [#/volume] in Blood","LP14738-6","Cells","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","cell","http://purl.obolibrary.org/obo/CL_0000000","cell",0,"ols text search exact matches"
"8128-1",4,"Deprecated CD4 cells/100 cells in Blood","LP14738-6","Cells","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","cell","http://purl.obolibrary.org/obo/CL_0000000","cell",0,"ols text search exact matches"
"8128-1",4,"Deprecated CD4 cells/100 cells in Blood","LP68352-1","CD4","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","CD4","http://purl.obolibrary.org/obo/PR_000001004","",NA,"BioPortal mapping"
"8129-9",4,"Deprecated CD4 cells/CD8 Cells [# Ratio] in Blood","LP68352-1","CD4","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","CD4","http://purl.obolibrary.org/obo/PR_000001004","",NA,"BioPortal mapping"
"8129-9",4,"Deprecated CD4 cells/CD8 Cells [# Ratio] in Blood","LP14738-6","Cells","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","cell","http://purl.obolibrary.org/obo/CL_0000000","cell",0,"ols text search exact matches"
"8137-2",4,"Deprecated CD8 cells [#/volume] in Blood","LP14738-6","Cells","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","cell","http://purl.obolibrary.org/obo/CL_0000000","cell",0,"ols text search exact matches"
"8138-0",4,"Deprecated CD8 cells/100 cells in Blood","LP14738-6","Cells","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","cell","http://purl.obolibrary.org/obo/CL_0000000","cell",0,"ols text search exact matches"
"82196-7",4,"Campylobacter coli+jejuni+upsaliensis DNA [Presence] in Stool by NAA with non-probe detection","LP18329-0","DNA","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","DNA","http://purl.obolibrary.org/obo/GO_0006310","",NA,"BioPortal mapping"
"82198-3",4,"Plesiomonas shigelloides DNA [Presence] in Stool by NAA with non-probe detection","LP18329-0","DNA","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","DNA","http://purl.obolibrary.org/obo/GO_0006310","",NA,"BioPortal mapping"
"82199-1",4,"Salmonella enterica+bongori DNA [Presence] in Stool by NAA with non-probe detection","LP18329-0","DNA","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","DNA","http://purl.obolibrary.org/obo/GO_0006310","",NA,"BioPortal mapping"
"82200-7",4,"Vibrio cholerae+parahaemolyticus+vulnificus DNA [Presence] in Stool by NAA with non-probe detection","LP18329-0","DNA","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","DNA","http://purl.obolibrary.org/obo/GO_0006310","",NA,"BioPortal mapping"
"82201-5",4,"Vibrio cholerae DNA [Presence] in Stool by NAA with non-probe detection","LP18329-0","DNA","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","DNA","http://purl.obolibrary.org/obo/GO_0006310","",NA,"BioPortal mapping"
"82204-9",4,"Escherichia coli O157 DNA [Presence] in Stool by NAA with non-probe detection","LP18329-0","DNA","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","DNA","http://purl.obolibrary.org/obo/GO_0006310","",NA,"BioPortal mapping"
