"FK_LAB_RESULT_ITEM_ID","LAB_RESULT_ITEM_CODE","LAB_RESULT_ITEM_DESCRIPTION","LOINC","""COUNT(1)"""
231780,Anti-Parietal Cell Antibody,Anti-Parietal Cell Antibody PAH,,4
239527,.Tibia/Fibula 3 Views Right,Tibia/Fibula 3 Views Right PAH,,4
160593,URIC ACID URINE 24 HOUR,"URIC ACID, 24 HOUR URINE",,4
235104,Percutaneous Foreign Body Retrieval,Percutaneous Foreign Body Retrieval PAH,,4
239207,US Trunk Major Vessels/Arts/Veins FU HUP,US Trunk Major Vessels/Arts/Veins FU HUP,,4
226925,nrGiantPlt1,UNKNOWN item template,,4
227945,.5503402,UNKNOWN item template,,4
228469,Red Blood Cell Casts,Red Blood Cell Casts,,4
4861783,Normal Cell RARA (% Cells),Normal Cell RARA (% Cells),,4
4862487,(gDNA).RARA (Number of Cells),(gDNA).RARA (Number of Cells),,4
4865168,t(14;18)(q32;q21) (Result),t(14;18)(q32;q21) (Result),,4
160737,"ZZ SODIUM, RANDOM URINE","ZZ SODIUM, RANDOM URINE",,4
680001,S AMPH CONF,C S AMPH CONF,,4
1414022,Q CLASS,Q CLASS,"15591-1",4
2424004,BRUCELLA ANTIBODY TITER,Q BRUCELLA ANTIBODY TITER,,4
4855143,Benzodiaz Scrn,Benzodiazepine Screen,"14316-4",4
3381010,MUSTARD (F89) IGE,Q MUSTARD (F89) IGE,,4
4533050,APTER,C APTER,,4
4856323,Cre mg HYDCORT,"Creatinine, Urine - mg/dL","20624-3",4
4864190,Time 24 Nitrogen,Time 24 Nitrogen,"30211-7",4
230154,Bone Densitometry Dexa,Bone Densitometry Dexa PAH,,4
228878,Trip Phos Crystals,UNKNOWN item template,,4
733001,MPA COLL 30M AFTER DOSE,C MPA COLL 30M AFTER DOSE,,4
4856026,(AA).CD4.0 (% Positive),(AA).CD4.0 (% Positive),,4
4857554,Hgb Elec Intp,Hgb Elec Intp,,4
4861187,Buffered Latex,Buffered Latex,,4
4866032,Seroton Release,Seroton Release,"27057-9",4
160628,PIP,PIP,,4
167286,VSS ENERRGY,VSS ENERRGY,,4
2261001,CMV ANTIGENEMIA ASSAY,Q CMV ANTIGENEMIA ASSAY,,4
3074001,HIV 1 VIRTUAL PHENOTYPING,Q HIV 1 VIRTUAL PHENOTYPING,,4
1408089,Q PHENOTYPING INTERPRETATION,Q PHENOTYPING INTERPRETATION,,4
1414071,"Q XYLOSE, BLOOD, 2-HOUR POST","Q XYLOSE, BLOOD, 2-HOUR POST",,4
5103024,AGE AT DELIVERY,C AGE AT DELIVERY,"21612-7",4
5104007,ANTI B IGM ISO,C ANTI B IGM ISO,"50763-2",4
5106017,CYP2C19 ALLELE 1,C CYP2C19 ALLELE 1,"57132-3",4
5107012,AG METHOD,C AG METHOD,"49549-9",4
5108030,IGF BIND PROT 2,C IGF BIND PROT 2,"2485-1",4
5109007,ANTI A IGG ISO,C ANTI A IGG ISO,"50761-6",4
165996,B-TYPE NATRIURETIC PEPTIDE,ZZ B-TYPE NATRIURETIC P,,4
6119003,(gDNA).STR.D21S11 (Donor 1),(gDNA).STR.D21S11 (Donor 1),,4
6708004,"LDL, VERY SMALL","Q LDL, VERY SMALL",,4
1410099,MEROPENEM,Q MEROPENEM,,4
6135008,SULFATIDE ANTIBODY,C SULFATIDE ANTIBODY,,4
6825005,"C KIT MUTATION ANALYSIS, CELL BASED","Q C KIT MUTATION ANALYSIS, CELL BASED",,4
8764083,GLYBURIDE,Q GLYBURIDE,"10540-3",4
8789081,MERCURY,Q MERCURY,"5689-5",4
8951115,MIC,Q MIC,,4
9035102,TWIN ZYGOSITY,Q TWIN ZYGOSITY,,4
9036098,TOXIN B GENE,Q TOXIN B GENE,,4
9300004,SMARCB1,SMARCB1,,4
9302008,"7-Dehydrocholesterol","7-Dehydrocholesterol","49549-9",4
7518004,UL54 MUTATION,Q UL54 MUTATION,,4
8278004,VITAMIN B5 (PANTOTHENIC ACID),Q VITAMIN B5 (PANTOTHENIC ACID),,4
8816076,PHOSPHATE STOOL,Q PHOSPHORUS,"10884-5",4
9596005,Beta Blockers Panel,Beta Blockers Panel,,4
10127005,CIQ KIF6 Genotype,CIQ KIF6 Genotype,"49549-9",4
10828017,"Neuronal Nuclear Ab Titer, IgG CSF","Neuronal Nuclear Ab Titer, IgG CSF",,4
7203008,VIABILITY (%),Q VIABILITY (%),,4
7208005,FLOW CYTOMETRY REVIEWED BY,Q FLOW CYTOMETRY REVIEWED BY,,4
11212007,Ethotoin Dose,Ethotoin Dose,,4
11239006,"CON A, SI",Q CON A SI,,4
11844193,"ALANINE, URINE","ALANINE,URINE (CCH)","30068-1",4
11844200,"GAMMA AMINO BUTYRIC ACID, URINE","GAMMA AMINO BUTYRIC ACID,URINE (CCH)","28593-2",4
11845209,"LEUCINE, URINE","LEUCINE,URINE (CCH)","30053-3",4
11845215,"SARCOSINE, URINE","SARCOSINE,URINE (CCH)","28610-4",4
11911249,CLASS,CLASS (Q),,4
11912226,DERMATOPHAGOIDES PTERONYSSINUS (D1) IGE,DERMATOPHAGOIDES PTERONYSSINUS (D1) IGE (Q),,4
11912356,"CULTURE, SPUTUM/LOWER RESPIRATORY","CULTURE, SPUTUM/LOWER RESPIRATORY (Q)",,4
11912506,POTASSIUM URINE,"POTASSIUM, RANDOM URINE (Q)",,4
11912819,COPIES/ML,COPIES/ML (Q),,4
11913014,SCALLOP (F338) IGE,SCALLOP (F338) IGE (Q),,4
11913250,SHRIMP (F24) IGE,SHRIMP (F24) IGE (Q),,4
11913853,METHOD AND MARKERS TESTED,METHOD AND MARKERS TESTED (Q),,4
11914023,CALCIUM IONIZED,"CALCIUM, IONIZED (Q)",,4
11914180,CLASS,CLASS (Q),,4
11914223,CLASS,CLASS (Q),,4
11915218,PENICILLIUM NOTATUM (M1) IGE,PENICILLIUM NOTATUM (M1) IGE (Q),,4
11915225,CLASS,CLASS (Q),,4
11915231,CLASS,CLASS (Q),,4
11919492,VIRAL LOAD,COMMENTS (LC),,4
11919608,HPV SUBTYPES DIRECTOR REVIEW,HPV SUBTYPES DIRECTOR REVIEW (LC),,4
11922128,RISK FOR ONTD,RISK FOR ONTD (Q),,4
11924129,COMMENTS,COMMENTS: (Q),,4
11844212,"PHENYLALANINE, URINE","PHENYLALANINE,URINE (CCH)","30055-8",4
11845200,"ETHANOLAMINE, URINE","ETHANOLAMINE,URINE (CCH)","28605-4",4
11911184,CLASS,CLASS (Q),,4
11911244,COW'S MILK (F2) IGE,COW'S MILK (F2) IGE (Q),,4
11912170,CLASS,CLASS (Q),,4
11912181,WALNUT TREE (T10) IGE,WALNUT TREE (T10) IGE (Q),,4
11914248,SOYBEAN (F14) IGE,SOYBEAN (F14) IGE (Q),,4
11914540,CYCLOSPORA AND ISOSPORA EXAMINATION,CYCLOSPORA AND ISOSPORA EXAMINATION (Q),,4
11914768,"CRYOGLOBULIN SCR W/REFL CRYOGLOBULIN PROFILE, S","CRYOGLOBULIN SCR W/REFL CRYOGLOBULIN PROFILE, S (Q)",,4
11915179,ELM (T8) IGE,ELM (T8) IGE (Q),,4
11917129,HCG MOM,HCG MOM (Q),,4
11919101,MONOSODIUM URATE,MONOSODIUM URATE (LC),,4
11919501,"TOTAL METANEPHRINES, URINE","TOTAL METANEPHRINES, URINE (LC)",,4
11919808,F089-IGE MUSTARD,F089-IGE MUSTARD (LC),,4
11921070,"FR LAMBDA LT CH, 24HR","FR LAMBDA LT CH,24HR (LC)",,4
11921109,UREA NITROGEN,BUN (LC),,4
11923877,PHENYLALANINE(MG/DL),PHENYLALANINE(MG/DL) (LC),,4
11925074,"FR KAPPA LT CH, 24HR","FR KAPPA LT CH,24HR (LC)",,4
11925803,E004-IGE COW DANDER,E004-IGE COW DANDER (LC),,4
12370026,HCV NS5B DRUG RESISTANCE ASSAY,HCV NS5B DRUG RESISTANCE ASSAY (LC),,4
8789077,MDMA,Q MDMA,"14267-9",4
8815083,PRELIMINARY DIAGNOSIS,Q PRELIMINARY DIAGNOSIS:,"44833-2",4
11843065,FLD METAMYELOCYTES,FLD METAMYELOCYTES (CCH),"33263-5",4
11843217,TRICHOMONAS,TRICHOMONAS (CCH),,4
11844303,FREE ESTRADIOL BY ED/LC-MS/MS,FREE ESTRADIOL BY ED/LC-MS/MS (CCH),"2240-0",4
11918969,RESULT 1,RESULT 1 (LC),,4
11919432,T CLONAL SIZE,T CLONAL SIZE (LC),,4
11922694,UA BILIRUBIN,"BILE, QUALITATIVE, URINE (LC)",,4
11922754,TRYPSIN,TRYPSIN (LC),,4
11922921,CYTOGENETIC INTERPRETATION,CYTOGENETIC INTERPRETATION (LC),,4
11923483,CELLULARITY ASSESSMENT,CELLULARITY ASSESSMENT (LC),,4
11924926,CELLS COUNTED,CELLS COUNTED (LC),,4
11925430,RESULT,RESULT: (LC),,4
11929270,ASPERGILLUS FUMIGATUS IGA,ASPERGILLUS FUMIGATUS IGA (LC),,4
11930213,HIV-2,HIV-2 (LC),,4
13262009,"SRA, Unfractionated Heparin, Interp.","SRA, Unfractionated Heparin, Interp.","66488-8",4
13313028,"NORDIAZEPAM, S/P, QUANT","NORDIAZEPAM, S/P, QUANT","3537-8",4
13314022,"LORAZEPAM, S/P, QUANT","LORAZEPAM, S/P, QUANT","3724-2",4
11704003,C EBV QNTLOG,C EBV QNTLOG,,4
11924950,"TESTOST., F+ W BOUND","TESTOST., F+W BOUND (LC)",,4
11841328,HTLV I-II ABS (EIA),HTLV I-II ABS (EIA) (CCH),"21347-0",4
11930239,MICROSPORIDIA STAIN,MICROSPORIDIA STAIN (LC),,4
13045011,"CHIKUNGUNYA ANTIBODY, IGM","CHIKUNGUNYA ANTIBODY, IGM",,4
9600009,SPECIMEN Z - DIAGNOSIS,SPECIMEN Z - DIAGNOSIS,,4
15671003,AMYLOID PROTEIN IDENTIFICATION,AMYLOID PROTEIN IDENTIFICATION,,4
1413103,Q ASIALO-GM-1 AB (IGG),Q ASIALO-GM-1 AB (IGG),,4
16997005,ATP7B Sequencing Spec.,ATP7B Sequencing Specimen,"31208-2",4
19075003,CHROM ANALYSIS,EER CHROM ANALYSIS PB WITH REFLEX TO ARRAY,"11526-1",4
18002005,HLA B-1 EQUIVALENT,HLA B-1 EQUIVALENT,,4
11912997,JAK2 V617F MUTATION LEVEL,JAK2 V617F MUTATION LEVEL (Q),,4
18038091,RGLNAP,RIGHT GROIN LYMPH NODE AP,,4
170596,TOP TYPE,TOP TYPE,,4
226069,Delta 450 A Weeks Gestation,Delta 450 A Wks Gestation (prompt),,4
226233,".Gliadin Antibody, IgG Inactive","zz-Gliadin Antibody, IgG",,4
227370,Influenza A IgG,MCODES_Influenza A IgG,,4
229391,.Myelo Lumb S/I,Myelo Lumb S/I,,4
230916,.Sacrum,Sacrum,,4
232527,.Transcatheter Biopsy,Transcatheter Biopsy,,4
232624,Outside Films MR Angio Abdomen HUP,Outside Films MR Angio Abdomen HUP,,4
159621,DATE QUINIDINE GIVEN,DATE QUINIDINE GIVEN,,4
171522,CREATININE,ZZ CREATININE,"2160-0",4
232452,Abscess Localization Limited PMC,Abscess Localization Limited PMC,,4
230147,.CCCS,UNKNOWN item template,,4
239509,Intrinsic Factor  Antibody,Intrinsic Factor  Antibody PAH,,4
170954,CCA PROMPTS (FAX OR,CCA PROMPTS (FAX OR,,4
171135,GLYCOSPHINGOLIPID IG,GLYCOSPHINGOLIPID IG,,4
226071,Delta A450 Sediment,Delta A450 Sediment,,4
226448,Scalp-pH,Scalp-pH,,4
228232,".Gliadin Antibody, IgA Inactive","zz-Gliadin Antibody, IgA",,4
228370,Influenza A IgM,MCODES_Influenza A IgM Result,,4
228379,Influenza B IgM,Influenza B IgM,,4
229588,.IRPTAFT,UNKNOWN item template,,4
230715,Haemophilus Influenza B,LEAN Haemophilus Influenza B,,4
232623,Lymphangiogram Abd Unilateral HUP,Lymphangiogram Abd Unilateral HUP,,4
235559,ICOTEST Bilirubin,LEAN ICOTEST Bilirubin,,4
170929,TIME QUINIDINE GIVEN,TIME QUINIDINE GIVEN,,4
171665,CLIENT CONTACT,CLIENT CONTACT,,4
231739,"Neuronal Nuclear Ab, Titer","LEAN Neuronal Nuclear Ab, Titer",,4
234107,CT Orbit/Sella/Pos Foss/Ear Combined PMC,CT Orbit/Sella/Pos Foss/Ear Combined PMC,,4
239442,".MRI Orbits, Face, Neck wo Contrast PMC","MRI Orbits, Face, Neck wo Contrast PMC",,4
226625,Peak Pressure,Peak Pressure PAH,,4
227575,Hair Cells,Hair Cells,,4
237720,Retrograde Urethrogram.,Retrograde Urethrogram PAH,,4
230455,BILAT FEMUR 2V PMC,BILAT FEMUR 2V PMC,,4
233216,BILAT HIP MIN 2V PMC,BILAT HIP MIN 2V PMC,,4
160597,CADASIL DNA,C CADASIL DNA,,4
163488,BUTALBITAL,C BUTALBITAL,"18385-5",4
228959,CD:4627674,UNKNOWN item template,,4
239748,HND2V,UNKNOWN item template,,4
4857354,Desipramine Imp,Desipramine Lvl,,4
160717,DESIPRAMINE IMP,DESIPRAMINE IMP,,4
176032,COMMENT,COMMENT,,4
1355002,IGF BINDING PROTEIN-2,Q IGF BINDING PROTEIN-2,,4
4863316,XY (% Cells),XY (% Cells),,4
160707,INHIB SCREEN PT PATIENT 60 MIN,C INHIB SCREEN PT PATIENT 60 MIN,,4
3381023,YELLOW JACKET IGG,Q YELLOW JACKET IGG,,4
3881001,ANTITHROMBIN III ACTIVITY W/REFL,Q ANTITHROMBIN III ACTIVITY W/REFL,,4
4529005,C COLLAGEN 10 UG/ML,C COLLAGEN 10 UG/ML,,4
4533001,C ADP 20 UM,C ADP 20 UM,,4
4857526,HantaV IgM,Hanta Virus IgM,"32131-5",4
5105011,AGSERUM,C AGSERUM,"1813-5",4
5108026,NUMBER OF FETUSES,C NUMBER OF FETUSES,"11878-6",4
5110026,METFORMIN,C METFORMIN,"35698-0",4
159778,CHOLESTEROL HDL RATIO,ZZ CHOLESTEROL/HDL RATIO,"9830-1",4
171476,TUBE #,TUBE #,"42765-8",4
1411061,"Q 17 HYDROXYPREGNENOLONE, LC/MS/MS","Q 17 HYDROXYPREGNENOLONE, LC/MS/MS",,4
1412071,"Q IMMUNE COMPLEX, C1Q","Q IMMUNE COMPLEX, C1Q",,4
5025006,DiGeorge Synd,DiGeorge Syndrome,"34517-3",4
6115004,(gDNA).STR.D18S51 (Donor 1),(gDNA).STR.D18S51 (Donor 1),,4
3377039,ALLERGEN SPECIFIC IGE RED SNAPPER,Q ALLERGEN SPECIFIC IGE RED SNAPPER*,,4
6714004,ANTIMONY (CREATININE CORRECTED),Q ANTIMONY (CREATININE CORRECTED),,4
8766078,GLIPIZIDE,Q GLIPIZIDE,"10539-5",4
8818015,MORPHINE URINE,Q MORPHINE URINE,"3831-5",4
8954115,FASTING SPECIMEN,Q FASTING SPECIMEN,,4
171872,CVP,CVP,,4
171878,TLC % PRED,TLC %PRED,,4
8817008,MIDAZOLAM,Q MIDAZOLAM,"3821-6",4
9144003,NEURONAL NUC,C NEURONAL NUC,"35278-1",4
10128005,CIQ LPA Intron-25 Genotype,CIQ LPA Intron-25 Genotype,"49549-9",4
4267009,PML QUANTITATIVE RESULT,C PML QUANTITATIVE RESULT,"21785-1",4
8735124,CANNABINOIDS,Q CANNABINOIDS,"8170-3",4
8789054,LACTATE PYRUVATE RATIO,Q LACTATE/PYRUVATE RATIO,"2550-2",4
11302005,"TUBERCULIN PPD, CPM","Q TUBERCULIN PPD, CPM",,4
11841195,"ASPARTIC ACID, URINE","ASPARTIC ACID,URINE (CCH)","30061-6",4
11841196,"BETA ALANINE, URIN","BETA ALANINE,URIN (CCH)","28588-2",4
11842206,"HOMOCITRULLINE, URINE","HOMOCITRULLINE,URINE (CCH)","32248-7",4
11844192,"AMINO ACID, URINE INTERP","AMINO ACID, URINE INTERP (CCH)","49250-4",4
11844201,"GLYCINE, URINE","GLYCINE,URINE (CCH)","30066-5",4
16991010,CYTOMEGALOVIRUS (CMV),CYTOMEGALOVIRUS (CMV),,3
18038265,AVRF,AV REGURGITANT FRACTION,,3
19071003,CHROM ANALYSIS,EER CHROM ANALYSIS POC WITH REFLEX TO ARRAY,"11526-1",3
18693005,C18:1 Oleoylcarnitine,C18:1 Oleoylcarnitine,,3
18697008,C6-DC Adipoyl/Methylglutaryl,C6-DC Adipoyl/Methylglutaryl,,3
18698003,C4:OH 3-OH-Butyrlcarnitine,C4:OH 3-OH-Butyrlcarnitine,,3
18698009,"b-Glucuronidase, plasma","b-Glucuronidase, plasma",,3
18698012,"a-Fucosidase, wbc","a-Fucosidase, wbc",,3
19899004,"AJD, Panel","AJD, Panel",,3
17504009,TEG LY30 HEPARINASE R VALUE,TEG R VALUE LYH,"52789-5",3
17998004,HLA B-1 NMDP,HLA B-1 NMDP,,3
18725004,"3-Methylhistidine, Pls","3-Methylhistidine, Pls",,3
18727004,"Cystathionine, Plasma","Cystathionine, Plasma",,3
18727011,"1-Methylhistidine, Pls","1-Methylhistidine, Pls",,3
18037297,SELDEL,STRESS ECHO LOW DOSE E LATERAL,,3
11912722,"17 HYDROXYPROGESTERONE, LC/MS/MS","17 HYDROXYPROGESTERONE, LC/MS/MS (Q)",,3
11913163,CLASS,CLASS (Q),,3
11913198,CLASS,CLASS (Q),,3
11913700,METANEPHRINE,METANEPHRINE (Q),,3
11914175,LAMB'S QUARTERS (GOOSE FOOT) (W10) IGE,LAMB'S QUARTERS (GOOSE FOOT) (W10) IGE (Q),,3
11916944,"IODINE, 24 HR URINE","IODINE, 24 HR URINE (LC)",,3
11917954,PHENYTOIN,"PHENYTOIN, SERUM (LC)","3968-5",3
11919222,DRB3,DRB3 (LC),,3
11920420,LIPID-ASSOCIATED SIALIC ACID,LIPID-ASSOCIATED SIALIC ACID (LC),,3
11921105,MAGNESIUM URINE,"MAGNESIUM, UR(24 HR) (LC)",,3
11922607,"VITAMIN D, 25-OH, D2","VITAMIN D,25-OH, D2 (Q)",,3
11922821,TSH #1 (BASELINE),TSH #1 (BASELINE) (LC),,3
11923697,MATERNAL CELL CONTAMINATION,MATERNAL CELL CONTAMINATION (LC),,3
11924089,(ALWAYS MESSAGE),(ALWAYS MESSAGE) (Q),,3
11924197,TROPONIN I,TROPONIN I (Q),,3
11925105,N-TELOPEPTIDE,"CREATININE, URINE (LC)",,3
11925151,HEPATITIS C QUANTITATION,HEPATITIS C QUANTITATION (LC),,3
11925291,HSV 1 NAA,HSV 1 NAA (LC),,3
11925506,TOTAL METANEPHRINES/CRT RATIO,TOTAL METANEPHRINES/CRT RATIO (LC),,3
11913766,INTERPRETATION,INTERPRETATION (Q),,3
11917691,"PORPHOBILINOGEN, 24U","PORPHOBILINOGEN, 24U (LC)",,3
11917861,DIA MOM,DIA MOM (LC),,3
11917862,NUCHAL TRANSLUCENCY,NUCHAL TRANSLUCENCY (LC),,3
11918858,PAPP-A MOM,PAPP-A MOM (LC),,3
11918859,INHIBIN-A (DIMER),DIA VALUE (LC),,3
11918879,DOWN SYNDROME,DOWN SYNDROME (LC),,3
11918886,SONOGRAPHER ID#,SONOGRAPHER ID# (LC),,3
11919693,CELLS COUNTED,CELLS COUNTED (LC),,3
11920215,TTG/DGP SCREEN,TTG/DGP SCREEN (LC),,3
11920261,L. PNEUMOPHILA SEROGP 1 UR AG,L. PNEUMOPHILA SEROGP 1 UR AG (LC),,3
11921953,CHROMIUM,CHROMIUM (LC),,3
11923132,COCCIDIOIDES ID ANTIBODY,COCCIDIOIDES ID ANTIBODY (LC),,3
11923625,ACETYLCHOLINESTERASE,ACETYLCHOLINESTERASE (LC),,3
11923805,E070-IGE GOOSE FEATHERS,E070-IGE GOOSE FEATHERS (LC),,3
11924982,RESULT 4,RESULT 4 (LC),,3
11925081,GAMMA GLOBULIN (CSF),GAMMA GLOBULIN (CSF) (LC),,3
12604011,SITOSTEROL,SITOSTEROL (LC),SOLOINC,3
13571007,Bromide Route,Bromide Route,,3
8737066,ALPHA HYDROXYTRIAZOLAM,Q ALPHA HYDROXYTRIAZOLAM,"32649-6",3
11925978,BUTALBITAL,BUTALBITAL (LC),,3
12601008,DEXAMETHASONE,DEXAMETHASONE (LC),SOLOINC,3
12602012,PREDNISONE,PREDNISONE (LC),SOLOINC,3
4268009,PML/RARA TRANSLOCATION BY FISH,C PML/RARA TRANSLOCATION BY FISH,,3
11928129,ANTI-GQ1B (IGG),ANTI-GQ1B (IGG)* (LC),,3
11921844,E071-IGE MOUSE EPITHELIUM,E071-IGE MOUSE EPITHELIUM (LC),,3
11921975,PENTOBARBITAL,PENTOBARBITAL (LC),,3
14652005,Meth Nor Dose,Meth Nor Dose,,3
11912086,INTERPRETATION,INTERPRETATION (Q),,3
11842160,"ALLERGEN, BAHIA","ALLERGEN, BAHIA (CCH)","6034-3",3
1414085,"Q MAG AB (IGM), WESTERN BLOT","Q MAG AB (IGM),WESTERN BLOT",,3
11920655,FISH RESULT,FISH RESULT (LC),,3
160264,BILIRUBIN INDIRECT,ZZ INDIRECT BILI,,3
11925517,AG METHOD,METHODOLOGY: (LC),,3
11841390,PYRUVIC ACID,PYRUVIC ACID (CCH),"14121-8",3
13934003,LEUKOCYTES UA,"LEUKOCYTE EST, POC",,3
15757007,Platelet Ag 3 Genotyping,Platelet Antigen 3 Genotyping,,3
11922833,Q FEVER PHASE I,Q FEVER PHASE I (LC),,3
11845375,PANCREATIC POLYPEPTIDE,PANCREATIC POLYPEPTIDE (CCH),"2721-9",3
16752004,PARATHYROID HORMONE FNA,PARATHYROID HORMONE FNA,,3
17487009,TEG AA INH PMH,TEG AA INH PMH,"52778-8",3
17488005,TEG GG PMH,TEG GG PMH,"66751-9",3
17491013,TEG AA MA PMH,TEG AA MA PMH,"52778-8",3
18181035,MVVC POST TEE,MV VENA CONTRACTA POST TEE,,3
18036035,STRESS ECHO RECOVERY LVOT VTI,STRESS ECHO RECOVERY LVOT VTI,,3
233200,Mag Antibody,MCODES_Mag Antibody,,3
237280,"5' Nucleotidase","5' Nucleotidase PAH",,3
239320,Thoracic Spine Complete,Thoracic Spine Complete PAH,,3
166876,MODE RT (PROMPT),MODE RT (PROMPT),"19834-1",3
167084,NRLYBLASTSDD,NRLYBLASTSDD,,3
226944,.CaseHCoagRpt,UNKNOWN item template,,3
226949,CD:4493678,UNKNOWN item template,,3
229954,AHIRETP,UNKNOWN item template,,3
236115,"4060562",UNKNOWN item template,,3
4860665,LAP Smear,Leukocyte Alkaline Phosphatase Smear,"15112-6",3
4862035,(AA).MME.0 (% Positive),(AA).MME.0 (% Positive),,3
166185,GLUCOSE,ZZ GLUCOSE,"2345-7",3
171319,GEST AGE (LMP),C GEST AGE (LMP),"18185-9",3
1410035,Q RESULT 2,Q RESULT 2:,,3
1928001,"8-H AMOXAPINE",C 8-H AMOXAPINE,"1698-0",3
1409112,STREPTOZYME TITER,Q STREPTOZYME TITER,,3
4210001,S. PNEUMONIAE AG,Q S. PNEUMONIAE AG,,3
4267005,EER CHROMOSOME ANALYSIS PERIPHERAL BLOOD,C EER CHROMOSOME ANALYSIS PERIPHERAL BLOOD,,3
4858720,Meperidine lvl,Meperidine lvl,"3745-7",3
4860711,Maternal Wt,Maternal Wt,"29463-7",3
5105028,CA LEUKEMIC,C CA LEUKEMIC,,3
165909,RETICULOCYTES,ZZ RETICULOCYTE COUNT,,3
1411096,CRYPTOCOCCUS AG TITER,Q CRYPTOCOCCUS AG TITER,,3
5108004,HGBANB,C HGBANB,,3
8020092,DURATION (MIN),Q DURATION (MIN),,3
8025033,ALLERGEN SPECIFIC IGE$ GREEN ASH(F. PENNSY.),Q ALLERGEN SPECIFIC IGE$GREEN ASH(F.PENNSY.),,3
1409105,Q HYDROCODONE,Q HYDROCODONE,,3
1409107,Q CYCLIC CITRULLINATED PEPTIDE (CCP) AB (IGG),Q CYCLIC CITRULLINATED PEPTIDE (CCP) AB (IGG),,3
1413100,CEFUROXIME,Q CEFUROXIME,,3
4529008,C FCT VIII ACTV,C FCT VIII ACTV,,3
4532019,C LDL2,C LDL2,,3
4533014,C IGG IFE,C IGG IFE,,3
5025009,HB SCE Specimen,HB SCE Specimen,"31208-2",3
7303005,MVC ACTIVITY ANTICIPATED,Q MVC ACTIVITY ANTI*,,3
8982027,LETTER OF MEDICAL NECESSITY-BANDAGE ALTERNATIVE -,LETTER OF MEDICAL NECESSITY FOR BANDAGE ALTERNATIVE - UPPER,,3
9036076,RESULTS REVIEWED BY,Q RESULTS REVIEWED BY,,3
9198015,FETUS GENDER,FETUS GENDER,"11882-8",3
9465005,"LDL, LARGE-B","LDL, LARGE-B",,3
167370,LARGE HLDL PARTICLE,LARGE HLDL PARTICLE,,3
1185001,# MONOCYTES,ZZ ABSOLUTE MONOCYTES,"742-7",3
1407071,"Q FACTOR XI ACTIVITY, CLOTTING","Q FACTOR XI ACTIVITY, CLOTTING",,3
5025016,PMP22SEQ,PMP22 DNA Sequencing,,3
8737090,"B. HENSELAE DNA, QL PCR","Q B. HENSELAE DNA, QL PCR","16276-8",3
8980029,MAGNESIUM URINE,C MAGNESIUM RANDOM URINE,"24447-5",3
9655027,"CREATININE, URINE - PER 24H MMA UR","CREATININE, URINE - PER 24H MMA UR",,3
10044003,Triploidy/Vanishing Twin,Triploidy/Vanishing Twin,,3
10130003,CIQ 4q25-AF Risk Genotype,CIQ 4q25-AF Risk Genotype,"49549-9",3
10588004,ALPHAHYDROXYALPRAZOLAM,ALPHAHYDROXYALPRAZOLAM,,3
171204,ISOLATE 3,ISOLATE 3,,3
881005,# METAMYELOCYTES,# METAMYELOCYTES,"30433-7",3
3380049,ALPHA LACTALBUMIN,Q ALPHA LACTALBUMIN,,3
10999005,CORTISONE UR FREE PER 24H,CORTISONE UR FREE PER 24H,"14044-2",3
11911014,NORTRIPTYLINE,NORTRIPTYLINE (Q),,3
11911025,"EPINEPHRINE, 24 HR URINE","EPINEPHRINE, 24 HR URINE (Q)",,3
11911095,ALPHA-1-GLOBULIN,ALPHA-1-GLOBULIN (Q),,3
11911120,VALPROIC ACID,VALPROIC ACID (Q),,3
11911185,WHITE ASH (T15) IGE,WHITE ASH (T15) IGE (Q),,3
11911199,CASHEW NUT (F202) IGE,CASHEW NUT (F202) IGE   (Q),,3
11911348,PROMYELOCYTES,PROMYELOCYTES (Q),,3
11911436,CLASS,CLASS (Q),,3
11911539,CLASS,CLASS (Q),,3
11912036,CK-MB,CK-MB (Q),,3
11912160,SWEET VERNAL GRASS (G1) IGE,SWEET VERNAL GRASS (G1) IGE (Q),,3
11912248,ALMOND (F20) IGE,ALMOND (F20) IGE (Q),,3
11916884,PAPP-A VALUE,PAPP-A VALUE (LC),,3
11918724,OROTIC/CRT RATIO,OROTIC/CRT RATIO (LC),,3
11919381,METHODOLOGY,METHODOLOGY (LC),,3
11920090,"IGA LAMBDA, S","IGA LAMBDA, S (LC)",,3
11920532,.,. (LC),,3
11920695,SPEC ORIGN,SPECIMEN TYPE (LC),,3
11920821,F270-IGE GINGER,F270-IGE GINGER (LC),,3
11921077,PROTEIN TOTAL,"PROTEIN, TOTAL (LC)",,3
11922863,GEST AGE (EXACT),GEST. AGE ON COLLECTION DATE (LC),,3
11925697,CELLS ANALYZED,CELLS ANALYZED (LC),,3
11929035,SPEC ORIGN,SPECIMEN TYPE (LC),,3
11930293,TRIMETHOPRIM/SULFA,TRIMETHOPRIM/SULFA (LC),,3
12366045,NOROXYCODONE,NOROXYCODONE (Q),,3
11919652,SPEC ORIGN,SPECIMEN TYPE (LC),,3
12433011,BECLOMETHASONE DIPROPIONATE,BECLOMETHASONE DIPROPIONATE (LC),SOLOINC,3
11920980,COC METABOLITE,COCAINE (METAB.) (LC),,3
11921654,CELLS ANALYZED,CELLS ANALYZED (LC),,3
